Segment,Protein Name,Sequence Accession,Complete Genome,Segment Length,Subtype,Collection Date,Host Species,Country,State/Province,Flu Season,Strain Name
3,"PA,PA-N155,PA-N182,PA-X protein(+61)",CY077353,Yes,2203,H3N8,09/02/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1670/2007(H3N8)
8,"NS1,NS2",CY077352,Yes,865,H3N8,09/02/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1670/2007(H3N8)
8,"NS1,NS2",CY077274,Yes,865,H3N8,09/04/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1765/2007(H3N8)
2,"PB1,PB1-F2,PB1-N40",CY077276,Yes,2316,H3N8,09/04/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1765/2007(H3N8)
6,NA,CY077272,Yes,1433,H3N8,09/04/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1765/2007(H3N8)
5,NP,CY077273,Yes,1540,H3N8,09/04/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1765/2007(H3N8)
7,"M1,M2",CY077271,Yes,1002,H3N8,09/04/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1765/2007(H3N8)
1,PB2,CY077277,Yes,2316,H3N8,09/04/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1765/2007(H3N8)
4,HA,CY077270,Yes,1740,H3N8,09/04/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1765/2007(H3N8)
3,"PA,PA-N155,PA-N182,PA-X protein(+61)",CY077275,Yes,2197,H3N8,09/04/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1765/2007(H3N8)
5,NP,CY080202,Yes,1536,H3N8,09/04/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1766/2007
2,"PB1,PB1-F2,PB1-N40",CY080205,Yes,2308,H3N8,09/04/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1766/2007
3,"PA,PA-N155,PA-N182,PA-X protein(+61)",CY080204,Yes,2193,H3N8,09/04/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1766/2007
8,"NS1,NS2",CY080203,Yes,865,H3N8,09/04/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1766/2007
6,NA,CY080201,Yes,1425,H3N8,09/04/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1766/2007
4,HA,CY080199,Yes,1731,H3N8,09/04/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1766/2007
1,PB2,CY080206,Yes,2297,H3N8,09/04/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1766/2007
7,"M1,M2",CY080200,Yes,1002,H3N8,09/04/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1766/2007
5,NP,CY078926,Yes,1540,mixed,09/05/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1796/2007
4,HA,CY078923,Yes,1731,(H3),09/05/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1796/2007
8,"NS1,NS2",CY078927,Yes,865,mixed,09/05/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1796/2007
2,"PB1,PB1-F2,PB1-N40",CY078929,Yes,2308,mixed,09/05/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1796/2007
1,PB2,CY078930,Yes,2315,mixed,09/05/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1796/2007
3,"PA,PA-N155,PA-N182,PA-X protein(+61)",CY078928,Yes,2203,mixed,09/05/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1796/2007
6,NA,CY078925,Yes,1425,(N8),09/05/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1796/2007
7,"M1,M2",CY078924,Yes,1002,mixed,09/05/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1796/2007
8,"NS1,NS2",CY079031,Yes,865,mixed,09/05/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1800/2007(mixed)
5,NP,CY079030,Yes,1530,mixed,09/05/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1800/2007(mixed)
2,"PB1,PB1-F2,PB1-N40",CY079033,Yes,2316,mixed,09/05/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1800/2007(mixed)
7,"M1,M2",CY079028,Yes,1002,mixed,09/05/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1800/2007(mixed)
3,"PA,PA-N155,PA-N182,PA-X protein(+61)",CY079032,Yes,2208,mixed,09/05/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1800/2007(mixed)
4,HA,CY079027,Yes,1731,(H3),09/05/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1800/2007(mixed)
1,PB2,CY079034,Yes,2312,mixed,09/05/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1800/2007(mixed)
6,NA,CY079029,Yes,1425,(N8),09/05/2007,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/7MP1800/2007(mixed)
7,"M1,M2",CY079647,Yes,1002,H9N2,09/01/2008,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/8BM3470/2008
3,"PA,PA-N155,PA-N182,PA-X,PA-X protein(+61)",CY079651,Yes,2208,H9N2,09/01/2008,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/8BM3470/2008
4,HA,CY079646,Yes,1717,H9N2,09/01/2008,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/8BM3470/2008
1,PB2,CY079653,Yes,2307,H9N2,09/01/2008,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/8BM3470/2008
8,"NS1,NS2",CY079650,Yes,865,H9N2,09/01/2008,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/8BM3470/2008
6,NA,CY079648,Yes,1442,H9N2,09/01/2008,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/8BM3470/2008
2,"PB1,PB1-F2,PB1-N40",CY079652,Yes,2309,H9N2,09/01/2008,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/8BM3470/2008
5,NP,CY079649,Yes,1536,H9N2,09/01/2008,IRD:Northern Shoveler/Avian,USA,Alaska,-N/A-,A/northern shoveler/Interior Alaska/8BM3470/2008
7,"M1,M2",CY143155,Yes,1002,H3N8,09/01/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM12298R0/2009
2,"PB1,PB1-F2,PB1-N40",CY143160,Yes,2316,H3N8,09/01/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM12298R0/2009
5,NP,CY143157,Yes,1540,H3N8,09/01/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM12298R0/2009
4,HA,CY143154,Yes,1723,H3N8,09/01/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM12298R0/2009
6,NA,CY143156,Yes,1421,H3N8,09/01/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM12298R0/2009
3,"PA,PA-N155,PA-N182,PA-X,PA-X protein(+61)",CY143159,Yes,2202,H3N8,09/01/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM12298R0/2009
1,PB2,CY143161,Yes,2293,H3N8,09/01/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM12298R0/2009
8,"NS1,NS2",CY143158,Yes,864,H3N8,09/01/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM12298R0/2009
8,"NS1,NS2",CY143166,Yes,865,H4N6,09/02/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM12314R0/2009
6,NA,CY143164,Yes,1439,H4N6,09/02/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM12314R0/2009
5,NP,CY143165,Yes,1535,H4N6,09/02/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM12314R0/2009
3,"PA,PA-N155,PA-N182,PA-X,PA-X protein(+61)",CY143167,Yes,2180,H4N6,09/02/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM12314R0/2009
2,"PB1,PB1-F2,PB1-N40",CY143168,Yes,2316,H4N6,09/02/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM12314R0/2009
4,HA,CY143162,Yes,1713,H4N6,09/02/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM12314R0/2009
7,"M1,M2",CY143163,Yes,987,H4N6,09/02/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM12314R0/2009
1,PB2,CY143169,Yes,2306,H4N6,09/02/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM12314R0/2009
2,"PB1,PB1-F2,PB1-N40",CY143192,Yes,2309,H3N8,09/02/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM12332R0/2009
7,"M1,M2",CY143187,Yes,1002,H3N8,09/02/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM12332R0/2009
8,"NS1,NS2",CY143190,Yes,865,H3N8,09/02/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM12332R0/2009
1,PB2,CY143193,Yes,2316,H3N8,09/02/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM12332R0/2009
5,NP,CY143189,Yes,1535,H3N8,09/02/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM12332R0/2009
6,NA,CY143188,Yes,1435,H3N8,09/02/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM12332R0/2009
4,HA,CY143186,Yes,1740,H3N8,09/02/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM12332R0/2009
3,"PA,PA-N155,PA-N182,PA-X,PA-X protein(+61)",CY143191,Yes,2208,H3N8,09/02/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM12332R0/2009
6,NA,CY143228,Yes,1425,H4N8,09/03/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM12519R0/2009
3,"PA,PA-N155,PA-N182,PA-X,PA-X protein(+61)",CY143231,Yes,2208,H4N8,09/03/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM12519R0/2009
2,"PB1,PB1-F2,PB1-N40",CY143232,Yes,2316,H4N8,09/03/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM12519R0/2009
4,HA,CY143226,Yes,1713,H4N8,09/03/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM12519R0/2009
5,NP,CY143229,Yes,1535,H4N8,09/03/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM12519R0/2009
1,PB2,CY143233,Yes,2297,H4N8,09/03/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM12519R0/2009
8,"NS1,NS2",CY143230,Yes,865,H4N8,09/03/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM12519R0/2009
7,"M1,M2",CY143227,Yes,994,H4N8,09/03/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM12519R0/2009
1,PB2,CY130331,Yes,2297,H8N4,06/20/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM1447R2/2009
4,HA,CY130324,Yes,1719,H8N4,06/20/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM1447R2/2009
8,"NS1,NS2",CY130328,Yes,848,H8N4,06/20/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM1447R2/2009
6,NA,CY130326,Yes,1437,H8N4,06/20/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM1447R2/2009
2,"PB1,PB1-F2,PB1-N40",CY130330,Yes,2316,H8N4,06/20/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM1447R2/2009
7,"M1,M2",CY130325,Yes,1002,H8N4,06/20/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM1447R2/2009
5,NP,CY130327,Yes,1540,H8N4,06/20/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM1447R2/2009
3,"PA,PA-N155,PA-N182,PA-X protein(+61)",CY130329,Yes,2201,H8N4,06/20/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM1447R2/2009
4,HA,CY135319,Yes,1715,H8N4,07/16/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM2925R0/2009
1,PB2,CY135326,Yes,2307,H8N4,07/16/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM2925R0/2009
5,NP,CY135322,Yes,1540,H8N4,07/16/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM2925R0/2009
8,"NS1,NS2",CY135323,Yes,865,H8N4,07/16/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM2925R0/2009
6,NA,CY135321,Yes,1434,H8N4,07/16/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM2925R0/2009
2,"PB1,PB1-F2,PB1-N40",CY135325,Yes,2316,H8N4,07/16/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM2925R0/2009
7,"M1,M2",CY135320,Yes,1002,H8N4,07/16/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM2925R0/2009
3,"PA,PA-N155,PA-N182,PA-X,PA-X protein(+61)",CY135324,Yes,2205,H8N4,07/16/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM2925R0/2009
3,"PA,PA-N155,PA-N182,PA-X,PA-X protein(+61)",CY135332,Yes,2208,H4N6,07/16/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM2943R1/2009
7,"M1,M2",CY135328,Yes,994,H4N6,07/16/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM2943R1/2009
8,"NS1,NS2",CY135331,Yes,848,H4N6,07/16/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM2943R1/2009
2,"PB1,PB1-F2,PB1-N40",CY135333,Yes,2316,H4N6,07/16/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM2943R1/2009
5,NP,CY135330,Yes,1535,H4N6,07/16/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM2943R1/2009
4,HA,CY135327,Yes,1713,H4N6,07/16/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM2943R1/2009
1,PB2,CY135334,Yes,2316,H4N6,07/16/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM2943R1/2009
6,NA,CY135329,Yes,1440,H4N6,07/16/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM2943R1/2009
8,"NS1,NS2",CY135499,Yes,855,H8N4,07/29/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM4787R0/2009
7,"M1,M2",CY135496,Yes,1002,H8N4,07/29/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM4787R0/2009
3,"PA,PA-N155,PA-N182,PA-X,PA-X protein(+61)",CY135500,Yes,2208,H8N4,07/29/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM4787R0/2009
6,NA,CY135497,Yes,1435,H8N4,07/29/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM4787R0/2009
2,"PB1,PB1-F2,PB1-N40",CY135501,Yes,2316,H8N4,07/29/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM4787R0/2009
5,NP,CY135498,Yes,1530,H8N4,07/29/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM4787R0/2009
4,HA,CY135495,Yes,1715,H8N4,07/29/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM4787R0/2009
1,PB2,CY135502,Yes,2295,H8N4,07/29/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM4787R0/2009
6,NA,CY135505,Yes,1440,H4N6,07/29/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM4905R0/2009
7,"M1,M2",CY135504,Yes,994,H4N6,07/29/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM4905R0/2009
5,NP,CY135506,Yes,1535,H4N6,07/29/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM4905R0/2009
4,HA,CY135503,Yes,1713,H4N6,07/29/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM4905R0/2009
2,"PB1,PB1-F2,PB1-N40",CY135509,Yes,2316,H4N6,07/29/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM4905R0/2009
3,"PA,PA-N155,PA-N182,PA-X,PA-X protein(+61)",CY135508,Yes,2208,H4N6,07/29/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM4905R0/2009
1,PB2,CY135510,Yes,2306,H4N6,07/29/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM4905R0/2009
8,"NS1,NS2",CY135507,Yes,865,H4N6,07/29/2009,IRD:Northern Shoveler/Avian,USA,Alaska,08-09,A/northern shoveler/Interior Alaska/9BM4905R0/2009
5,NP,CY145480,Yes,1530,H10N7,07/29/2008,IRD:Northern Shoveler/Avian,USA,Minnesota,-N/A-,A/northern shoveler/Minnesota/Sg-00612/2008
6,NA,CY145479,Yes,1436,H10N7,07/29/2008,IRD:Northern Shoveler/Avian,USA,Minnesota,-N/A-,A/northern shoveler/Minnesota/Sg-00612/2008
7,"M1,M2",CY145478,Yes,1002,H10N7,07/29/2008,IRD:Northern Shoveler/Avian,USA,Minnesota,-N/A-,A/northern shoveler/Minnesota/Sg-00612/2008
4,HA,CY145477,Yes,1703,H10N7,07/29/2008,IRD:Northern Shoveler/Avian,USA,Minnesota,-N/A-,A/northern shoveler/Minnesota/Sg-00612/2008
3,"PA,PA-N155,PA-N182,PA-X,PA-X protein(+61)",CY145482,Yes,2203,H10N7,07/29/2008,IRD:Northern Shoveler/Avian,USA,Minnesota,-N/A-,A/northern shoveler/Minnesota/Sg-00612/2008
1,PB2,CY145484,Yes,2307,H10N7,07/29/2008,IRD:Northern Shoveler/Avian,USA,Minnesota,-N/A-,A/northern shoveler/Minnesota/Sg-00612/2008
8,"NS1,NS2",CY145481,Yes,865,H10N7,07/29/2008,IRD:Northern Shoveler/Avian,USA,Minnesota,-N/A-,A/northern shoveler/Minnesota/Sg-00612/2008
2,"PB1,PB1-F2,PB1-N40",CY145483,Yes,2316,H10N7,07/29/2008,IRD:Northern Shoveler/Avian,USA,Minnesota,-N/A-,A/northern shoveler/Minnesota/Sg-00612/2008
1,PB2,CY140060,Yes,2316,H3N8,07/31/2008,IRD:Northern Shoveler/Avian,USA,Minnesota,-N/A-,A/northern shoveler/Minnesota/Sg-00645/2008
5,NP,CY140056,Yes,1530,H3N8,07/31/2008,IRD:Northern Shoveler/Avian,USA,Minnesota,-N/A-,A/northern shoveler/Minnesota/Sg-00645/2008
7,"M1,M2",CY140054,Yes,1002,H3N8,07/31/2008,IRD:Northern Shoveler/Avian,USA,Minnesota,-N/A-,A/northern shoveler/Minnesota/Sg-00645/2008
6,NA,CY140055,Yes,1435,H3N8,07/31/2008,IRD:Northern Shoveler/Avian,USA,Minnesota,-N/A-,A/northern shoveler/Minnesota/Sg-00645/2008
3,"PA,PA-N155,PA-N182,PA-X,PA-X protein(+61)",CY140058,Yes,2206,H3N8,07/31/2008,IRD:Northern Shoveler/Avian,USA,Minnesota,-N/A-,A/northern shoveler/Minnesota/Sg-00645/2008
4,HA,CY140053,Yes,1740,H3N8,07/31/2008,IRD:Northern Shoveler/Avian,USA,Minnesota,-N/A-,A/northern shoveler/Minnesota/Sg-00645/2008
8,"NS1,NS2",CY140057,Yes,865,H3N8,07/31/2008,IRD:Northern Shoveler/Avian,USA,Minnesota,-N/A-,A/northern shoveler/Minnesota/Sg-00645/2008
2,"PB1,PB1-F2,PB1-N40",CY140059,Yes,2311,H3N8,07/31/2008,IRD:Northern Shoveler/Avian,USA,Minnesota,-N/A-,A/northern shoveler/Minnesota/Sg-00645/2008
6,NA,CY048835,Yes,1389,H3N8,07/31/2008,IRD:Northern Shoveler/Avian,USA,Minnesota,-N/A-,A/northern shoveler/Minnesota/Sg-00645/2008
4,HA,CY042738,Yes,1670,H3N8,07/31/2008,IRD:Northern Shoveler/Avian,USA,Minnesota,-N/A-,A/northern shoveler/Minnesota/Sg-00645/2008
2,"PB1,PB1-F2,PB1-N40",CY042736,Yes,2325,H3N8,07/31/2008,IRD:Northern Shoveler/Avian,USA,Minnesota,-N/A-,A/northern shoveler/Minnesota/Sg-00645/2008
3,"PA,PA-N155,PA-N182,PA-X protein(+61)",CY042737,Yes,2214,H3N8,07/31/2008,IRD:Northern Shoveler/Avian,USA,Minnesota,-N/A-,A/northern shoveler/Minnesota/Sg-00645/2008
1,PB2,CY042735,Yes,1905,H3N8,07/31/2008,IRD:Northern Shoveler/Avian,USA,Minnesota,-N/A-,A/northern shoveler/Minnesota/Sg-00645/2008
7,"M1,M2",CY048836,Yes,901,H3N8,07/31/2008,IRD:Northern Shoveler/Avian,USA,Minnesota,-N/A-,A/northern shoveler/Minnesota/Sg-00645/2008(H3N8)
1,PB2,CY140069,Yes,2316,mixed,08/01/2008,IRD:Northern Shoveler/Avian,USA,Minnesota,-N/A-,A/northern shoveler/Minnesota/Sg-00646/2008
2,"PB1,PB1-F2,PB1-N40",CY140068,Yes,2315,mixed,08/01/2008,IRD:Northern Shoveler/Avian,USA,Minnesota,-N/A-,A/northern shoveler/Minnesota/Sg-00646/2008
6,NA,CY140063,Yes,1439,(N6),08/01/2008,IRD:Northern Shoveler/Avian,USA,Minnesota,-N/A-,A/northern shoveler/Minnesota/Sg-00646/2008
8,"NS1,NS2",CY140066,Yes,865,mixed,08/01/2008,IRD:Northern Shoveler/Avian,USA,Minnesota,-N/A-,A/northern shoveler/Minnesota/Sg-00646/2008
5,NP,CY140065,Yes,1532,mixed,08/01/2008,IRD:Northern Shoveler/Avian,USA,Minnesota,-N/A-,A/northern shoveler/Minnesota/Sg-00646/2008
4,HA,CY140061,Yes,1713,(H4),08/01/2008,IRD:Northern Shoveler/Avian,USA,Minnesota,-N/A-,A/northern shoveler/Minnesota/Sg-00646/2008
3,"PA,PA-N155,PA-N182,PA-X,PA-X protein(+61)",CY140067,Yes,2202,mixed,08/01/2008,IRD:Northern Shoveler/Avian,USA,Minnesota,-N/A-,A/northern shoveler/Minnesota/Sg-00646/2008
7,"M1,M2",CY140062,Yes,1002,mixed,08/01/2008,IRD:Northern Shoveler/Avian,USA,Minnesota,-N/A-,A/northern shoveler/Minnesota/Sg-00646/2008
6,NA,CY140064,Yes,1435,(N4),08/01/2008,IRD:Northern Shoveler/Avian,USA,Minnesota,-N/A-,A/northern shoveler/Minnesota/Sg-00646/2008
4,HA,CY140285,Yes,1719,H8N4,08/01/2008,IRD:Northern Shoveler/Avian,USA,Minnesota,-N/A-,A/northern shoveler/Minnesota/Sg-00648/2008
7,"M1,M2",CY140286,Yes,1002,H8N4,08/01/2008,IRD:Northern Shoveler/Avian,USA,Minnesota,-N/A-,A/northern shoveler/Minnesota/Sg-00648/2008
3,"PA,PA-N155,PA-N182,PA-X,PA-X protein(+61)",CY140290,Yes,2202,H8N4,08/01/2008,IRD:Northern Shoveler/Avian,USA,Minnesota,-N/A-,A/northern shoveler/Minnesota/Sg-00648/2008
2,"PB1,PB1-F2,PB1-N40",CY140291,Yes,2312,H8N4,08/01/2008,IRD:Northern Shoveler/Avian,USA,Minnesota,-N/A-,A/northern shoveler/Minnesota/Sg-00648/2008
